Route,Origin.Latitude,Origin.Longitude,Dest.Latitude,Dest.Longitude,Direction 1,Direction 2
1444,38.8521,-77.037697,35.2140007,-80.94309998,Origin,Destination
1445,38.8521,-77.037697,39.998001,-82.891899,Origin,Destination
1446,38.8521,-77.037697,38.37310028,-81.59320068,Origin,Destination
1447,38.8521,-77.037697,39.04880142,-84.6678009,Origin,Destination
1448,38.8521,-77.037697,32.847099,-96.851799,Origin,Destination
1449,38.8521,-77.037697,39.90240097,-84.2193985,Origin,Destination
1450,38.8521,-77.037697,39.86169815,-104.6729965,Origin,Destination
1451,38.8521,-77.037697,32.896801,-97.038002,Origin,Destination
1452,38.8521,-77.037697,41.5340004,-93.6631012,Origin,Destination
1453,38.8521,-77.037697,42.21239853,-83.35340118,Origin,Destination
1454,38.8521,-77.037697,40.69250107,-74.16870117,Origin,Destination
1455,38.8521,-77.037697,24.55610085,-81.75959778,Origin,Destination
1456,38.8521,-77.037697,26.072599,-80.152702,Origin,Destination
1457,38.8521,-77.037697,42.88079834,-85.52279663,Origin,Destination
1458,38.8521,-77.037697,36.09780121,-79.93730164,Origin,Destination
1459,38.8521,-77.037697,34.89569855,-82.21890259,Origin,Destination
1460,38.8521,-77.037697,32.22439957,-80.69750214,Origin,Destination
1461,38.8521,-77.037697,29.64539909,-95.27890015,Origin,Destination
1462,38.8521,-77.037697,41.06700134,-73.70760345,Origin,Destination
1463,38.8521,-77.037697,34.6371994,-86.77510071,Origin,Destination
1464,38.8521,-77.037697,29.9843998,-95.34140015,Origin,Destination
1465,38.8521,-77.037697,34.27059937,-77.90260315,Origin,Destination
1466,38.8521,-77.037697,39.7173,-86.294403,Origin,Destination
1467,38.8521,-77.037697,32.31119919,-90.07589722,Origin,Destination
1468,38.8521,-77.037697,30.49410057,-81.68789673,Origin,Destination
1469,38.8521,-77.037697,40.63980103,-73.77890015,Origin,Destination
1470,38.8521,-77.037697,42.77870178,-84.58740234,Origin,Destination
1471,38.8521,-77.037697,36.08010101,-115.1520004,Origin,Destination
1472,38.8521,-77.037697,33.94250107,-118.4079971,Origin,Destination
1473,38.8521,-77.037697,38.03649902,-84.60590363,Origin,Destination
1474,38.8521,-77.037697,40.77719879,-73.87259674,Origin,Destination
1475,38.8521,-77.037697,34.72940063,-92.22429657,Origin,Destination
1476,38.8521,-77.037697,39.2976,-94.713898,Origin,Destination
1477,38.8521,-77.037697,28.42939949,-81.30899811,Origin,Destination
1478,38.8521,-77.037697,41.785999,-87.752403,Origin,Destination
1479,38.8521,-77.037697,35.04240036,-89.97669983,Origin,Destination
1480,38.8521,-77.037697,32.30059814,-86.39399719,Origin,Destination
1481,38.8521,-77.037697,42.932598,-71.435699,Origin,Destination
1482,38.8521,-77.037697,25.79319954,-80.29060364,Origin,Destination
1483,38.8521,-77.037697,42.94720078,-87.89659882,Origin,Destination
1484,38.8521,-77.037697,28.10280037,-80.64530182,Origin,Destination
1485,38.8521,-77.037697,43.13990021,-89.33750153,Origin,Destination
1486,38.8521,-77.037697,44.882,-93.221802,Origin,Destination
1487,38.8521,-77.037697,29.99340057,-90.25800323,Origin,Destination
1488,38.8521,-77.037697,41.39310074,-70.61430359,Origin,Destination
1489,38.8521,-77.037697,33.67969894,-78.92829895,Origin,Destination
1490,38.8521,-77.037697,35.39310074,-97.60070038,Origin,Destination
1491,38.8521,-77.037697,41.3032,-95.894096,Origin,Destination
1492,38.8521,-77.037697,41.9786,-87.9048,Origin,Destination
1493,38.8521,-77.037697,36.89459991,-76.20120239,Origin,Destination
1494,38.8521,-77.037697,26.68320084,-80.09559631,Origin,Destination
1495,38.8521,-77.037697,45.58869934,-122.5979996,Origin,Destination
1496,38.8521,-77.037697,39.87189865,-75.2410965,Origin,Destination
1497,38.8521,-77.037697,33.43429947,-112.012001,Origin,Destination
1498,38.8521,-77.037697,40.49150085,-80.23290253,Origin,Destination
1499,38.8521,-77.037697,30.47340012,-87.18659973,Origin,Destination
1500,38.8521,-77.037697,41.732601,-71.420403,Origin,Destination
1501,38.8521,-77.037697,43.64619827,-70.30930328,Origin,Destination
1502,38.8521,-77.037697,35.87760162,-78.78749847,Origin,Destination
1503,38.8521,-77.037697,43.1189003,-77.67240143,Origin,Destination
1504,38.8521,-77.037697,26.53619957,-81.75520325,Origin,Destination
1505,38.8521,-77.037697,32.12760162,-81.20210266,Origin,Destination
1506,38.8521,-77.037697,38.1744,-85.736,Origin,Destination
1507,38.8521,-77.037697,47.449001,-122.308998,Origin,Destination
1508,38.8521,-77.037697,37.61899948,-122.375,Origin,Destination
1509,38.8521,-77.037697,,,Origin,Destination
1510,38.8521,-77.037697,40.78839874,-111.9779968,Origin,Destination
1511,38.8521,-77.037697,27.39539909,-82.55439758,Origin,Destination
1512,38.8521,-77.037697,38.748697,-90.370003,Origin,Destination
1513,38.8521,-77.037697,43.11119843,-76.10630035,Origin,Destination
1514,38.8521,-77.037697,30.39649963,-84.35030365,Origin,Destination
1515,38.8521,-77.037697,27.97550011,-82.53320313,Origin,Destination
1516,38.8521,-77.037697,35.81100082,-83.9940033,Origin,Destination
1517,38.8521,-77.037697,30.4832,-86.525398,Origin,Destination
1518,38.8521,-77.037697,36.281898,-94.306801,Origin,Destination
1519,39.86169815,-104.6729965,35.040199,-106.609001,Origin,Destination
1520,39.86169815,-104.6729965,40.978101,-124.109,Origin,Destination
1521,39.86169815,-104.6729965,42.74829865,-73.80169678,Origin,Destination
1522,39.86169815,-104.6729965,35.219398,-101.706001,Origin,Destination
1523,39.86169815,-104.6729965,61.17440033,-149.9960022,Origin,Destination
1524,39.86169815,-104.6729965,39.22320175,-106.8690033,Origin,Destination
1525,39.86169815,-104.6729965,33.6367,-84.428101,Origin,Destination
1526,39.86169815,-104.6729965,44.91400146,-97.15470123,Origin,Destination
1527,39.86169815,-104.6729965,30.19449997,-97.66989899,Origin,Destination
1528,39.86169815,-104.6729965,35.43619919,-82.54180145,Origin,Destination
1529,39.86169815,-104.6729965,41.93889999,-72.68319702,Origin,Destination
1530,39.86169815,-104.6729965,41.87400055,-103.5960007,Origin,Destination
1531,39.86169815,-104.6729965,35.43360138,-119.0569992,Origin,Destination
1532,39.86169815,-104.6729965,30.62680054,-88.06809998,Origin,Destination
1533,39.86169815,-104.6729965,33.56290054,-86.75350189,Origin,Destination
1534,39.86169815,-104.6729965,45.807701109999996,-108.5429993,Origin,Destination
1535,39.86169815,-104.6729965,46.77270126,-100.7460022,Origin,Destination
1536,39.86169815,-104.6729965,36.532082,-93.200544,Origin,Destination
1537,39.86169815,-104.6729965,48.7928009,-122.538002,Origin,Destination
1538,39.86169815,-104.6729965,40.47710037,-88.91590118,Origin,Destination
1539,39.86169815,-104.6729965,36.12450027,-86.67819977,Origin,Destination
1540,39.86169815,-104.6729965,43.5644,-116.223,Origin,Destination
1541,39.86169815,-104.6729965,42.36429977,-71.00520325,Origin,Destination
1542,39.86169815,-104.6729965,25.90679932,-97.42590332,Origin,Destination
1543,39.86169815,-104.6729965,44.47190094,-73.15329742,Origin,Destination
1544,39.86169815,-104.6729965,42.94049835,-78.73220062,Origin,Destination
1545,39.86169815,-104.6729965,34.20069885,-118.3590012,Origin,Destination
1546,39.86169815,-104.6729965,39.1754,-76.668297,Origin,Destination
1547,39.86169815,-104.6729965,45.77750015,-111.1529999,Origin,Destination
1548,39.86169815,-104.6729965,32.89860153,-80.04049683,Origin,Destination
1549,39.86169815,-104.6729965,41.88470078,-91.71080017,Origin,Destination
1550,39.86169815,-104.6729965,41.4117012,-81.84980011,Origin,Destination
1551,39.86169815,-104.6729965,35.2140007,-80.94309998,Origin,Destination
1552,39.86169815,-104.6729965,39.998001,-82.891899,Origin,Destination
1553,39.86169815,-104.6729965,38.75500107,-109.7549973,Origin,Destination
1554,39.86169815,-104.6729965,44.52019882,-109.0240021,Origin,Destination
1555,39.86169815,-104.6729965,38.805801,-104.700996,Origin,Destination
1556,39.86169815,-104.6729965,38.81809998,-92.21959686,Origin,Destination
1557,39.86169815,-104.6729965,42.908001,-106.463997,Origin,Destination
1558,39.86169815,-104.6729965,39.04880142,-84.6678009,Origin,Destination
1559,39.86169815,-104.6729965,32.847099,-96.851799,Origin,Destination
1560,39.86169815,-104.6729965,39.90240097,-84.2193985,Origin,Destination
1561,39.86169815,-104.6729965,38.8521,-77.037697,Origin,Destination
1562,39.86169815,-104.6729965,32.896801,-97.038002,Origin,Destination
1563,39.86169815,-104.6729965,37.1515007,-107.7539978,Origin,Destination
1564,39.86169815,-104.6729965,41.5340004,-93.6631012,Origin,Destination
1565,39.86169815,-104.6729965,42.21239853,-83.35340118,Origin,Destination
1566,39.86169815,-104.6729965,,,Origin,Destination
1567,39.86169815,-104.6729965,30.357106,-85.795414,Origin,Destination
1568,39.86169815,-104.6729965,39.64260101,-106.9179993,Origin,Destination
1569,39.86169815,-104.6729965,31.80719948,-106.3779984,Origin,Destination
1570,39.86169815,-104.6729965,44.12459946,-123.211998,Origin,Destination
1571,39.86169815,-104.6729965,40.69250107,-74.16870117,Origin,Destination
1572,39.86169815,-104.6729965,64.81510162,-147.8560028,Origin,Destination
1573,39.86169815,-104.6729965,46.92070007,-96.81580353,Origin,Destination
1574,39.86169815,-104.6729965,36.77619934,-119.7180023,Origin,Destination
1575,39.86169815,-104.6729965,48.3105011,-114.2559967,Origin,Destination
1576,39.86169815,-104.6729965,26.072599,-80.152702,Origin,Destination
1577,39.86169815,-104.6729965,43.58200073,-96.74189758,Origin,Destination
1578,39.86169815,-104.6729965,44.34889984,-105.5390015,Origin,Destination
1579,39.86169815,-104.6729965,47.61989975,-117.5339966,Origin,Destination
1580,39.86169815,-104.6729965,39.12239838,-108.5270004,Origin,Destination
1581,39.86169815,-104.6729965,44.48509979,-88.12960052,Origin,Destination
1582,39.86169815,-104.6729965,42.88079834,-85.52279663,Origin,Destination
1583,39.86169815,-104.6729965,36.09780121,-79.93730164,Origin,Destination
1584,39.86169815,-104.6729965,34.89569855,-82.21890259,Origin,Destination
1585,39.86169815,-104.6729965,47.48199844,-111.3710022,Origin,Destination
1586,39.86169815,-104.6729965,40.48120117,-107.2180023,Origin,Destination
1587,39.86169815,-104.6729965,46.60680008,-111.9830017,Origin,Destination
1588,39.86169815,-104.6729965,21.32062,-157.924228,Origin,Destination
1589,39.86169815,-104.6729965,29.64539909,-95.27890015,Origin,Destination
1590,39.86169815,-104.6729965,26.22850037,-97.65440369,Origin,Destination
1591,39.86169815,-104.6729965,34.6371994,-86.77510071,Origin,Destination
1592,39.86169815,-104.6729965,38.84220123,-99.27320099,Origin,Destination
1593,39.86169815,-104.6729965,38.94449997,-77.45580292,Origin,Destination
1594,39.86169815,-104.6729965,29.9843998,-95.34140015,Origin,Destination
1595,39.86169815,-104.6729965,37.649899,-97.433098,Origin,Destination
1596,39.86169815,-104.6729965,43.514599,-112.070999,Origin,Destination
1597,39.86169815,-104.6729965,39.7173,-86.294403,Origin,Destination
1598,39.86169815,-104.6729965,48.17789841,-103.6419983,Origin,Destination
1599,39.86169815,-104.6729965,43.6072998,-110.737999,Origin,Destination
1600,39.86169815,-104.6729965,32.31119919,-90.07589722,Origin,Destination
1601,39.86169815,-104.6729965,30.49410057,-81.68789673,Origin,Destination
1602,39.86169815,-104.6729965,40.63980103,-73.77890015,Origin,Destination
1603,39.86169815,-104.6729965,46.92969894,-98.67819977,Origin,Destination
1604,39.86169815,-104.6729965,19.738783,-156.045603,Origin,Destination
1605,39.86169815,-104.6729965,41.31209946,-105.6750031,Origin,Destination
1606,39.86169815,-104.6729965,36.08010101,-115.1520004,Origin,Destination
1607,39.86169815,-104.6729965,33.94250107,-118.4079971,Origin,Destination
1608,39.86169815,-104.6729965,33.663601,-101.822998,Origin,Destination
1609,39.86169815,-104.6729965,41.12620163,-100.6839981,Origin,Destination
1610,39.86169815,-104.6729965,37.0442009,-100.9599991,Origin,Destination
1611,39.86169815,-104.6729965,30.20529938,-91.98760223,Origin,Destination
1612,39.86169815,-104.6729965,40.77719879,-73.87259674,Origin,Destination
1613,39.86169815,-104.6729965,33.81769943,-118.1520004,Origin,Destination
1614,39.86169815,-104.6729965,21.97599983,-159.3390045,Origin,Destination
1615,39.86169815,-104.6729965,34.72940063,-92.22429657,Origin,Destination
1616,39.86169815,-104.6729965,40.85100174,-96.75920105,Origin,Destination
1617,39.86169815,-104.6729965,31.94249916,-102.2020035,Origin,Destination
1618,39.86169815,-104.6729965,39.2976,-94.713898,Origin,Destination
1619,39.86169815,-104.6729965,28.42939949,-81.30899811,Origin,Destination
1620,39.86169815,-104.6729965,40.19350052,-76.76339722,Origin,Destination
1621,39.86169815,-104.6729965,41.785999,-87.752403,Origin,Destination
1622,39.86169815,-104.6729965,35.04240036,-89.97669983,Origin,Destination
1623,39.86169815,-104.6729965,42.37419891,-122.8730011,Origin,Destination
1624,39.86169815,-104.6729965,25.79319954,-80.29060364,Origin,Destination
1625,39.86169815,-104.6729965,42.94720078,-87.89659882,Origin,Destination
1626,39.86169815,-104.6729965,41.44850159,-90.50749969,Origin,Destination
1627,39.86169815,-104.6729965,37.62409973,-118.8379974,Origin,Destination
1628,39.86169815,-104.6729965,48.25939941,-101.2799988,Origin,Destination
1629,39.86169815,-104.6729965,36.5870018,-121.8430023,Origin,Destination
1630,39.86169815,-104.6729965,43.13990021,-89.33750153,Origin,Destination
1631,39.86169815,-104.6729965,46.91630173,-114.0910034,Origin,Destination
1632,39.86169815,-104.6729965,44.882,-93.221802,Origin,Destination
1633,39.86169815,-104.6729965,29.99340057,-90.25800323,Origin,Destination
1634,39.86169815,-104.6729965,38.50979996,-107.8939972,Origin,Destination
1635,39.86169815,-104.6729965,33.67969894,-78.92829895,Origin,Destination
1636,39.86169815,-104.6729965,37.721298,-122.221001,Origin,Destination
1637,39.86169815,-104.6729965,20.8986,-156.429993,Origin,Destination
1638,39.86169815,-104.6729965,35.39310074,-97.60070038,Origin,Destination
1639,39.86169815,-104.6729965,41.3032,-95.894096,Origin,Destination
1640,39.86169815,-104.6729965,34.05599976,-117.6009979,Origin,Destination
1641,39.86169815,-104.6729965,41.9786,-87.9048,Origin,Destination
1642,39.86169815,-104.6729965,36.89459991,-76.20120239,Origin,Destination
1643,39.86169815,-104.6729965,43.417099,-124.2460022,Origin,Destination
1644,39.86169815,-104.6729965,47.90629959,-122.2819977,Origin,Destination
1645,39.86169815,-104.6729965,26.68320084,-80.09559631,Origin,Destination
1646,39.86169815,-104.6729965,45.58869934,-122.5979996,Origin,Destination
1647,39.86169815,-104.6729965,39.87189865,-75.2410965,Origin,Destination
1648,39.86169815,-104.6729965,33.43429947,-112.012001,Origin,Destination
1649,39.86169815,-104.6729965,44.38270187,-100.2860031,Origin,Destination
1650,39.86169815,-104.6729965,40.49150085,-80.23290253,Origin,Destination
1651,39.86169815,-104.6729965,30.47340012,-87.18659973,Origin,Destination
1652,39.86169815,-104.6729965,34.65449905,-112.4199982,Origin,Destination
1653,39.86169815,-104.6729965,46.26470184,-119.1190033,Origin,Destination
1654,39.86169815,-104.6729965,33.82970047,-116.5070038,Origin,Destination
1655,39.86169815,-104.6729965,38.28910065,-104.4970016,Origin,Destination
1656,39.86169815,-104.6729965,41.732601,-71.420403,Origin,Destination
1657,39.86169815,-104.6729965,43.64619827,-70.30930328,Origin,Destination
1658,39.86169815,-104.6729965,44.04529953,-103.0569992,Origin,Destination
1659,39.86169815,-104.6729965,44.2541008,-121.1500015,Origin,Destination
1660,39.86169815,-104.6729965,35.87760162,-78.78749847,Origin,Destination
1661,39.86169815,-104.6729965,37.50519943,-77.31970215,Origin,Destination
1662,39.86169815,-104.6729965,41.5942,-109.065001,Origin,Destination
1663,39.86169815,-104.6729965,39.49909973,-119.7679977,Origin,Destination
1664,39.86169815,-104.6729965,26.53619957,-81.75520325,Origin,Destination
1665,39.86169815,-104.6729965,35.61709976,-106.0889969,Origin,Destination
1666,39.86169815,-104.6729965,32.73360062,-117.1900024,Origin,Destination
1667,39.86169815,-104.6729965,29.53370094,-98.46980286,Origin,Destination
1668,39.86169815,-104.6729965,32.12760162,-81.20210266,Origin,Destination
1669,39.86169815,-104.6729965,34.42620087,-119.8399963,Origin,Destination
1670,39.86169815,-104.6729965,35.23680115,-120.6419983,Origin,Destination
1671,39.86169815,-104.6729965,38.1744,-85.736,Origin,Destination
1672,39.86169815,-104.6729965,47.449001,-122.308998,Origin,Destination
1673,39.86169815,-104.6729965,37.61899948,-122.375,Origin,Destination
1674,39.86169815,-104.6729965,37.24570084,-93.38860321,Origin,Destination
1675,39.86169815,-104.6729965,37.036389,-113.510306,Origin,Destination
1676,39.86169815,-104.6729965,32.446602,-93.8256,Origin,Destination
1677,39.86169815,-104.6729965,37.362598,-121.929001,Origin,Destination
1678,39.86169815,-104.6729965,40.78839874,-111.9779968,Origin,Destination
1679,39.86169815,-104.6729965,38.69540024,-121.5910034,Origin,Destination
1680,39.86169815,-104.6729965,33.67570114,-117.8679962,Origin,Destination
1681,39.86169815,-104.6729965,27.39539909,-82.55439758,Origin,Destination
1682,39.86169815,-104.6729965,38.748697,-90.370003,Origin,Destination
1683,39.86169815,-104.6729965,38.50899887,-122.8130035,Origin,Destination
1684,39.86169815,-104.6729965,43.50439835,-114.2959976,Origin,Destination
1685,39.86169815,-104.6729965,43.11119843,-76.10630035,Origin,Destination
1686,39.86169815,-104.6729965,27.97550011,-82.53320313,Origin,Destination
1687,39.86169815,-104.6729965,36.19839859,-95.88809967,Origin,Destination
1688,39.86169815,-104.6729965,32.11610031,-110.9410019,Origin,Destination
1689,39.86169815,-104.6729965,44.74140167,-85.5821991,Origin,Destination
1690,39.86169815,-104.6729965,35.81100082,-83.9940033,Origin,Destination
1691,39.86169815,-104.6729965,40.4408989,-109.5100021,Origin,Destination
1692,39.86169815,-104.6729965,30.4832,-86.525398,Origin,Destination
1693,39.86169815,-104.6729965,36.281898,-94.306801,Origin,Destination
1694,32.896801,-97.038002,32.41130066,-99.68190002,Origin,Destination
1695,32.896801,-97.038002,35.040199,-106.609001,Origin,Destination
1696,32.896801,-97.038002,31.61129951,-97.23049927,Origin,Destination
1697,32.896801,-97.038002,31.32740021,-92.54979706,Origin,Destination
1698,32.896801,-97.038002,33.36989975,-81.96450043,Origin,Destination
1699,32.896801,-97.038002,35.219398,-101.706001,Origin,Destination
1700,32.896801,-97.038002,61.17440033,-149.9960022,Origin,Destination
1701,32.896801,-97.038002,39.22320175,-106.8690033,Origin,Destination
1702,32.896801,-97.038002,33.6367,-84.428101,Origin,Destination
1703,32.896801,-97.038002,30.19449997,-97.66989899,Origin,Destination
1704,32.896801,-97.038002,35.43619919,-82.54180145,Origin,Destination
1705,32.896801,-97.038002,41.93889999,-72.68319702,Origin,Destination
1706,32.896801,-97.038002,35.43360138,-119.0569992,Origin,Destination
1707,32.896801,-97.038002,33.56290054,-86.75350189,Origin,Destination
1708,32.896801,-97.038002,45.807701109999996,-108.5429993,Origin,Destination
1709,32.896801,-97.038002,46.77270126,-100.7460022,Origin,Destination
1710,32.896801,-97.038002,36.532082,-93.200544,Origin,Destination
1711,32.896801,-97.038002,40.47710037,-88.91590118,Origin,Destination
1712,32.896801,-97.038002,36.12450027,-86.67819977,Origin,Destination
1713,32.896801,-97.038002,43.5644,-116.223,Origin,Destination
1714,32.896801,-97.038002,42.36429977,-71.00520325,Origin,Destination
1715,32.896801,-97.038002,29.95079994,-94.02069855,Origin,Destination
1716,32.896801,-97.038002,25.90679932,-97.42590332,Origin,Destination
1717,32.896801,-97.038002,30.533199,-91.149597,Origin,Destination
1718,32.896801,-97.038002,42.94049835,-78.73220062,Origin,Destination
1719,32.896801,-97.038002,34.20069885,-118.3590012,Origin,Destination
1720,32.896801,-97.038002,39.1754,-76.668297,Origin,Destination
1721,32.896801,-97.038002,45.77750015,-111.1529999,Origin,Destination
1722,32.896801,-97.038002,33.93880081,-81.11949921,Origin,Destination
1723,32.896801,-97.038002,35.03530121,-85.20379639,Origin,Destination
1724,32.896801,-97.038002,32.89860153,-80.04049683,Origin,Destination
1725,32.896801,-97.038002,41.88470078,-91.71080017,Origin,Destination
1726,32.896801,-97.038002,41.4117012,-81.84980011,Origin,Destination
1727,32.896801,-97.038002,30.58860016,-96.36380005,Origin,Destination
1728,32.896801,-97.038002,35.2140007,-80.94309998,Origin,Destination
1729,32.896801,-97.038002,39.998001,-82.891899,Origin,Destination
1730,32.896801,-97.038002,40.03919983,-88.27809906,Origin,Destination
1731,32.896801,-97.038002,38.805801,-104.700996,Origin,Destination
1732,32.896801,-97.038002,38.81809998,-92.21959686,Origin,Destination
1733,32.896801,-97.038002,27.77039909,-97.50119781,Origin,Destination
1734,32.896801,-97.038002,39.04880142,-84.6678009,Origin,Destination
1735,32.896801,-97.038002,41.15570068,-104.8119965,Origin,Destination
1736,32.896801,-97.038002,39.90240097,-84.2193985,Origin,Destination
1737,32.896801,-97.038002,38.8521,-77.037697,Origin,Destination
1738,32.896801,-97.038002,39.86169815,-104.6729965,Origin,Destination
1739,32.896801,-97.038002,37.1515007,-107.7539978,Origin,Destination
1740,32.896801,-97.038002,29.37420082,-100.927002,Origin,Destination
1741,32.896801,-97.038002,41.5340004,-93.6631012,Origin,Destination
1742,32.896801,-97.038002,42.21239853,-83.35340118,Origin,Destination
1743,32.896801,-97.038002,30.357106,-85.795414,Origin,Destination
1744,32.896801,-97.038002,39.64260101,-106.9179993,Origin,Destination
1745,32.896801,-97.038002,31.80719948,-106.3779984,Origin,Destination
1746,32.896801,-97.038002,38.03699875,-87.53240204,Origin,Destination
1747,32.896801,-97.038002,40.69250107,-74.16870117,Origin,Destination
1748,32.896801,-97.038002,24.55610085,-81.75959778,Origin,Destination
1749,32.896801,-97.038002,46.92070007,-96.81580353,Origin,Destination
1750,32.896801,-97.038002,36.77619934,-119.7180023,Origin,Destination
1751,32.896801,-97.038002,48.3105011,-114.2559967,Origin,Destination
1752,32.896801,-97.038002,35.13850021,-111.6709976,Origin,Destination
1753,32.896801,-97.038002,26.072599,-80.152702,Origin,Destination
1754,32.896801,-97.038002,43.58200073,-96.74189758,Origin,Destination
1755,32.896801,-97.038002,35.33660126,-94.36740112,Origin,Destination
1756,32.896801,-97.038002,40.97850037,-85.19509888,Origin,Destination
1757,32.896801,-97.038002,37.92750168,-100.723999,Origin,Destination
1758,32.896801,-97.038002,47.61989975,-117.5339966,Origin,Destination
1759,32.896801,-97.038002,32.38399887,-94.71150208,Origin,Destination
1760,32.896801,-97.038002,39.12239838,-108.5270004,Origin,Destination
1761,32.896801,-97.038002,29.69009972,-82.27179718,Origin,Destination
1762,32.896801,-97.038002,30.40730095,-89.07009888,Origin,Destination
1763,32.896801,-97.038002,40.96749878,-98.30960083,Origin,Destination
1764,32.896801,-97.038002,31.06719971,-97.8289032,Origin,Destination
1765,32.896801,-97.038002,42.88079834,-85.52279663,Origin,Destination
1766,32.896801,-97.038002,36.09780121,-79.93730164,Origin,Destination
1767,32.896801,-97.038002,34.89569855,-82.21890259,Origin,Destination
1768,32.896801,-97.038002,38.53390121,-106.9329987,Origin,Destination
1769,32.896801,-97.038002,40.48120117,-107.2180023,Origin,Destination
1770,32.896801,-97.038002,21.32062,-157.924228,Origin,Destination
1771,32.896801,-97.038002,29.64539909,-95.27890015,Origin,Destination
1772,32.896801,-97.038002,26.22850037,-97.65440369,Origin,Destination
1773,32.896801,-97.038002,34.6371994,-86.77510071,Origin,Destination
1774,32.896801,-97.038002,38.94449997,-77.45580292,Origin,Destination
1775,32.896801,-97.038002,29.9843998,-95.34140015,Origin,Destination
1776,32.896801,-97.038002,37.649899,-97.433098,Origin,Destination
1777,32.896801,-97.038002,34.27059937,-77.90260315,Origin,Destination
1778,32.896801,-97.038002,39.7173,-86.294403,Origin,Destination
1779,32.896801,-97.038002,43.6072998,-110.737999,Origin,Destination
1780,32.896801,-97.038002,32.31119919,-90.07589722,Origin,Destination
1781,32.896801,-97.038002,30.49410057,-81.68789673,Origin,Destination
1782,32.896801,-97.038002,40.63980103,-73.77890015,Origin,Destination
1783,32.896801,-97.038002,37.15179825,-94.49829865,Origin,Destination
1784,32.896801,-97.038002,19.738783,-156.045603,Origin,Destination
1785,32.896801,-97.038002,36.08010101,-115.1520004,Origin,Destination
1786,32.896801,-97.038002,34.56769943,-98.41660309,Origin,Destination
1787,32.896801,-97.038002,33.94250107,-118.4079971,Origin,Destination
1788,32.896801,-97.038002,33.663601,-101.822998,Origin,Destination
1789,32.896801,-97.038002,30.12610054,-93.22329712,Origin,Destination
1790,32.896801,-97.038002,38.03649902,-84.60590363,Origin,Destination
1791,32.896801,-97.038002,30.20529938,-91.98760223,Origin,Destination
1792,32.896801,-97.038002,40.77719879,-73.87259674,Origin,Destination
1793,32.896801,-97.038002,21.97599983,-159.3390045,Origin,Destination
1794,32.896801,-97.038002,34.72940063,-92.22429657,Origin,Destination
1795,32.896801,-97.038002,27.54380035,-99.46160126,Origin,Destination
1796,32.896801,-97.038002,31.94249916,-102.2020035,Origin,Destination
1797,32.896801,-97.038002,39.2976,-94.713898,Origin,Destination
1798,32.896801,-97.038002,28.42939949,-81.30899811,Origin,Destination
1799,32.896801,-97.038002,40.19350052,-76.76339722,Origin,Destination
1800,32.896801,-97.038002,32.33259964,-88.75189972,Origin,Destination
1801,32.896801,-97.038002,35.04240036,-89.97669983,Origin,Destination
1802,32.896801,-97.038002,26.17580032,-98.23860168,Origin,Destination
1803,32.896801,-97.038002,32.30059814,-86.39399719,Origin,Destination
1804,32.896801,-97.038002,39.14099884,-96.67079926,Origin,Destination
1805,32.896801,-97.038002,25.79319954,-80.29060364,Origin,Destination
1806,32.896801,-97.038002,42.94720078,-87.89659882,Origin,Destination
1807,32.896801,-97.038002,41.44850159,-90.50749969,Origin,Destination
1808,32.896801,-97.038002,32.51089859,-92.03769684,Origin,Destination
1809,32.896801,-97.038002,30.69120026,-88.24279785,Origin,Destination
1810,32.896801,-97.038002,36.5870018,-121.8430023,Origin,Destination
1811,32.896801,-97.038002,43.13990021,-89.33750153,Origin,Destination
1812,32.896801,-97.038002,46.91630173,-114.0910034,Origin,Destination
1813,32.896801,-97.038002,44.882,-93.221802,Origin,Destination
1814,32.896801,-97.038002,29.99340057,-90.25800323,Origin,Destination
1815,32.896801,-97.038002,38.50979996,-107.8939972,Origin,Destination
1816,32.896801,-97.038002,33.67969894,-78.92829895,Origin,Destination
1817,32.896801,-97.038002,37.721298,-122.221001,Origin,Destination
1818,32.896801,-97.038002,20.8986,-156.429993,Origin,Destination
1819,32.896801,-97.038002,35.39310074,-97.60070038,Origin,Destination
1820,32.896801,-97.038002,41.3032,-95.894096,Origin,Destination
1821,32.896801,-97.038002,34.05599976,-117.6009979,Origin,Destination
1822,32.896801,-97.038002,41.9786,-87.9048,Origin,Destination
1823,32.896801,-97.038002,36.89459991,-76.20120239,Origin,Destination
1824,32.896801,-97.038002,26.68320084,-80.09559631,Origin,Destination
1825,32.896801,-97.038002,45.58869934,-122.5979996,Origin,Destination
1826,32.896801,-97.038002,39.87189865,-75.2410965,Origin,Destination
1827,32.896801,-97.038002,33.43429947,-112.012001,Origin,Destination
1828,32.896801,-97.038002,40.66419983,-89.69329834,Origin,Destination
1829,32.896801,-97.038002,31.46710014,-89.33709717,Origin,Destination
1830,32.896801,-97.038002,40.49150085,-80.23290253,Origin,Destination
1831,32.896801,-97.038002,30.47340012,-87.18659973,Origin,Destination
1832,32.896801,-97.038002,33.82970047,-116.5070038,Origin,Destination
1833,32.896801,-97.038002,44.04529953,-103.0569992,Origin,Destination
1834,32.896801,-97.038002,35.87760162,-78.78749847,Origin,Destination
1835,32.896801,-97.038002,37.50519943,-77.31970215,Origin,Destination
1836,32.896801,-97.038002,39.49909973,-119.7679977,Origin,Destination
1837,32.896801,-97.038002,33.30160141,-104.5309982,Origin,Destination
