"Route","avg_delay","range"
1020,10.2074521651561,"(0,15]"
1958,10.2075769534333,"(0,15]"
2197,10.2125,"(0,15]"
1759,10.2128712871287,"(0,15]"
470,10.2163355408389,"(0,15]"
5560,10.2176811085774,"(0,15]"
5549,10.2187197566708,"(0,15]"
1472,10.219841639497,"(0,15]"
3184,10.219989696033,"(0,15]"
2297,10.2223252937539,"(0,15]"
2951,10.2235701906412,"(0,15]"
3013,10.2235746316464,"(0,15]"
878,10.2245728234337,"(0,15]"
1941,10.2266526757608,"(0,15]"
6618,10.2270140760707,"(0,15]"
849,10.2305327868852,"(0,15]"
5152,10.2314083921894,"(0,15]"
2011,10.2408585055644,"(0,15]"
3847,10.2427083333333,"(0,15]"
2396,10.2463235294118,"(0,15]"
3354,10.2464788732394,"(0,15]"
1351,10.25,"(0,15]"
5310,10.25,"(0,15]"
1325,10.2518796992481,"(0,15]"
3384,10.2603550295858,"(0,15]"
6079,10.2643979057592,"(0,15]"
829,10.2672212978369,"(0,15]"
3889,10.2677770659833,"(0,15]"
6021,10.2696897374702,"(0,15]"
5679,10.2709677419355,"(0,15]"
1569,10.2720057720058,"(0,15]"
1697,10.2774151436031,"(0,15]"
3899,10.2779329608939,"(0,15]"
1893,10.2799251870324,"(0,15]"
329,10.2831325301205,"(0,15]"
2724,10.2841828098552,"(0,15]"
177,10.2869101978691,"(0,15]"
871,10.2869802317655,"(0,15]"
87,10.2872928176796,"(0,15]"
5192,10.2894224529526,"(0,15]"
5231,10.2906976744186,"(0,15]"
1910,10.2917505030181,"(0,15]"
3265,10.2934348239772,"(0,15]"
170,10.2944069431051,"(0,15]"
4956,10.2978918423465,"(0,15]"
782,10.2997150997151,"(0,15]"
522,10.3013245033113,"(0,15]"
6272,10.3028846153846,"(0,15]"
5499,10.303952991453,"(0,15]"
885,10.3040638606676,"(0,15]"
6447,10.3045454545455,"(0,15]"
6140,10.3051224944321,"(0,15]"
342,10.3060269163253,"(0,15]"
592,10.3062926459439,"(0,15]"
1894,10.3068181818182,"(0,15]"
2608,10.3069427527406,"(0,15]"
6390,10.307560137457,"(0,15]"
5585,10.3157894736842,"(0,15]"
919,10.3165467625899,"(0,15]"
6033,10.3175,"(0,15]"
5871,10.3202416918429,"(0,15]"
17,10.3247282608696,"(0,15]"
3838,10.3285509325681,"(0,15]"
3780,10.3293829178586,"(0,15]"
5111,10.3310104529617,"(0,15]"
691,10.3320683111954,"(0,15]"
5005,10.336,"(0,15]"
6298,10.3364485981308,"(0,15]"
852,10.3388320686242,"(0,15]"
6423,10.3389830508475,"(0,15]"
2616,10.3395833333333,"(0,15]"
380,10.3396840148699,"(0,15]"
3595,10.3421550094518,"(0,15]"
4231,10.3436435124509,"(0,15]"
3233,10.3458401305057,"(0,15]"
5325,10.3461538461538,"(0,15]"
4793,10.35,"(0,15]"
5550,10.3514132925898,"(0,15]"
4990,10.3520309477756,"(0,15]"
5022,10.3530979347102,"(0,15]"
4222,10.3560606060606,"(0,15]"
1432,10.3562340966921,"(0,15]"
3750,10.3568425969173,"(0,15]"
835,10.35995583364,"(0,15]"
2622,10.3653283145128,"(0,15]"
6637,10.3666666666667,"(0,15]"
5257,10.366783352781,"(0,15]"
598,10.3679175864606,"(0,15]"
1863,10.3730703259005,"(0,15]"
4461,10.3742017879949,"(0,15]"
5278,10.375,"(0,15]"
6308,10.3761348897536,"(0,15]"
6436,10.3801939058172,"(0,15]"
303,10.3851851851852,"(0,15]"
1772,10.3872832369942,"(0,15]"
5789,10.3888888888889,"(0,15]"
2337,10.3892339544513,"(0,15]"
3164,10.392523364486,"(0,15]"
1215,10.3965631196299,"(0,15]"
1901,10.3979166666667,"(0,15]"
1205,10.3994186046512,"(0,15]"
1386,10.4,"(0,15]"
1861,10.4,"(0,15]"
1009,10.403524545945,"(0,15]"
1525,10.4054054054054,"(0,15]"
3295,10.4074074074074,"(0,15]"
1862,10.4103019538188,"(0,15]"
5641,10.4120257377413,"(0,15]"
5156,10.4132492113565,"(0,15]"
1070,10.4158415841584,"(0,15]"
5835,10.4172661870504,"(0,15]"
2461,10.4227676682184,"(0,15]"
5632,10.4247787610619,"(0,15]"
2552,10.4265505984766,"(0,15]"
1065,10.4270165802055,"(0,15]"
3436,10.4282511210762,"(0,15]"
5397,10.4309680344593,"(0,15]"
3157,10.4310575635877,"(0,15]"
3402,10.4320987654321,"(0,15]"
5800,10.4351072656157,"(0,15]"
4383,10.4354741292531,"(0,15]"
490,10.4358353510896,"(0,15]"
335,10.4369294605809,"(0,15]"
6247,10.4414748341787,"(0,15]"
3918,10.4414893617021,"(0,15]"
5034,10.4436887377476,"(0,15]"
932,10.4447884416925,"(0,15]"
1180,10.4450600184672,"(0,15]"
4886,10.446949602122,"(0,15]"
5561,10.4486772486772,"(0,15]"
5092,10.45,"(0,15]"
3052,10.452736318408,"(0,15]"
2922,10.452838623156,"(0,15]"
431,10.4554455445545,"(0,15]"
1884,10.4576436222006,"(0,15]"
5553,10.4603629417383,"(0,15]"
1585,10.4615384615385,"(0,15]"
26,10.4616822429907,"(0,15]"
4365,10.4617940199336,"(0,15]"
6323,10.4623229461756,"(0,15]"
2826,10.4663618549967,"(0,15]"
2557,10.4695009242144,"(0,15]"
3050,10.4732006125574,"(0,15]"
4172,10.4733893557423,"(0,15]"
2392,10.4759136212625,"(0,15]"
1476,10.4779982743745,"(0,15]"
5489,10.4859813084112,"(0,15]"
3267,10.4860220919133,"(0,15]"
3,10.4883392226148,"(0,15]"
3358,10.4947982745496,"(0,15]"
5821,10.4950495049505,"(0,15]"
355,10.499483293145,"(0,15]"
3369,10.5,"(0,15]"
4947,10.5017934002869,"(0,15]"
4160,10.5059405940594,"(0,15]"
6042,10.5080091533181,"(0,15]"
1337,10.5088633993743,"(0,15]"
6294,10.5093167701863,"(0,15]"
4189,10.5171568627451,"(0,15]"
960,10.5199302984099,"(0,15]"
317,10.5212121212121,"(0,15]"
2322,10.5213523131673,"(0,15]"
562,10.522633744856,"(0,15]"
3989,10.5233160621762,"(0,15]"
5426,10.5234657039711,"(0,15]"
411,10.5241614553724,"(0,15]"
2884,10.5244186046512,"(0,15]"
3204,10.5318985395849,"(0,15]"
2960,10.5445205479452,"(0,15]"
5484,10.5486338797814,"(0,15]"
3340,10.5492528735632,"(0,15]"
2793,10.5520628683694,"(0,15]"
2245,10.5538961038961,"(0,15]"
2851,10.5556468172485,"(0,15]"
203,10.5562273276904,"(0,15]"
1889,10.5565217391304,"(0,15]"
2295,10.5594919786096,"(0,15]"
1956,10.559601379839,"(0,15]"
4432,10.5671641791045,"(0,15]"
5913,10.5677966101695,"(0,15]"
644,10.5684931506849,"(0,15]"
5498,10.5703422053232,"(0,15]"
1355,10.5724381625442,"(0,15]"
4681,10.5729927007299,"(0,15]"
2261,10.5751096491228,"(0,15]"
4891,10.5761006289308,"(0,15]"
1691,10.5772495755518,"(0,15]"
500,10.5776918117344,"(0,15]"
1159,10.5777132185101,"(0,15]"
4493,10.5796804588283,"(0,15]"
5670,10.5862220272049,"(0,15]"
817,10.586319218241,"(0,15]"
2589,10.5865747579189,"(0,15]"
4976,10.5869249394673,"(0,15]"
221,10.5874543644208,"(0,15]"
2430,10.591677503251,"(0,15]"
6626,10.5923423423423,"(0,15]"
911,10.5927313600599,"(0,15]"
5037,10.595015576324,"(0,15]"
3815,10.6,"(0,15]"
857,10.6006825938567,"(0,15]"
3330,10.601299228583,"(0,15]"
2398,10.6057744198597,"(0,15]"
5901,10.6069114470842,"(0,15]"
5568,10.6097926555084,"(0,15]"
1849,10.6136241249327,"(0,15]"
5982,10.6174014371723,"(0,15]"
4139,10.6182220582811,"(0,15]"
5528,10.6229508196721,"(0,15]"
1437,10.6262437810945,"(0,15]"
650,10.6286764705882,"(0,15]"
4424,10.6320272572402,"(0,15]"
879,10.6369047619048,"(0,15]"
3628,10.637983706721,"(0,15]"
6465,10.6387434554974,"(0,15]"
2002,10.638961038961,"(0,15]"
4106,10.6390134529148,"(0,15]"
4132,10.6402898550725,"(0,15]"
1135,10.6402943882245,"(0,15]"
1942,10.640933572711,"(0,15]"
4404,10.6451545963893,"(0,15]"
3377,10.6490256018342,"(0,15]"
3268,10.6515818982779,"(0,15]"
6265,10.6527514231499,"(0,15]"
539,10.6552100381888,"(0,15]"
5542,10.6590284142988,"(0,15]"
1988,10.6607228915663,"(0,15]"
6320,10.6610337972167,"(0,15]"
2641,10.6645225136071,"(0,15]"
2100,10.6666666666667,"(0,15]"
5341,10.6666666666667,"(0,15]"
2906,10.6678370786517,"(0,15]"
5036,10.6682956627978,"(0,15]"
3560,10.6704035874439,"(0,15]"
2643,10.6806212018906,"(0,15]"
5158,10.6838905775076,"(0,15]"
4226,10.6839344262295,"(0,15]"
5590,10.6841868823001,"(0,15]"
883,10.6846652267819,"(0,15]"
5432,10.6872353297036,"(0,15]"
5668,10.6877897990726,"(0,15]"
3620,10.6900826446281,"(0,15]"
4124,10.6961700140121,"(0,15]"
2967,10.6961740435109,"(0,15]"
5669,10.6962962962963,"(0,15]"
2582,10.697105444521,"(0,15]"
1341,10.6999229583975,"(0,15]"
2706,10.7014925373134,"(0,15]"
6484,10.7015945330296,"(0,15]"
2763,10.702380952381,"(0,15]"
3950,10.7091319052988,"(0,15]"
5523,10.7106145251397,"(0,15]"
2963,10.7143385070214,"(0,15]"
672,10.7163671685284,"(0,15]"
6302,10.7195467422096,"(0,15]"
2572,10.7230769230769,"(0,15]"
6099,10.7231884057971,"(0,15]"
5720,10.7244755244755,"(0,15]"
2656,10.7245508982036,"(0,15]"
5369,10.726368159204,"(0,15]"
3192,10.7276648182378,"(0,15]"
5155,10.7287602265576,"(0,15]"
1216,10.7291296625222,"(0,15]"
1295,10.7402394586153,"(0,15]"
5881,10.7414448669202,"(0,15]"
455,10.7414860681115,"(0,15]"
3540,10.7424242424242,"(0,15]"
859,10.7425301970757,"(0,15]"
5244,10.7449908925319,"(0,15]"
1304,10.7486423584174,"(0,15]"
4840,10.7489711934156,"(0,15]"
6518,10.7494824016563,"(0,15]"
2910,10.75,"(0,15]"
4884,10.75,"(0,15]"
988,10.7523900573614,"(0,15]"
5182,10.7564534231201,"(0,15]"
4456,10.7569397427217,"(0,15]"
4102,10.7591836734694,"(0,15]"
3895,10.7596830985915,"(0,15]"
1227,10.7616086235489,"(0,15]"
4111,10.7623762376238,"(0,15]"
3388,10.7629201836221,"(0,15]"
6155,10.7630922693267,"(0,15]"
1453,10.7697796432319,"(0,15]"
5704,10.7743682310469,"(0,15]"
1543,10.7837837837838,"(0,15]"
2528,10.7837837837838,"(0,15]"
3876,10.7843866171004,"(0,15]"
2309,10.7872340425532,"(0,15]"
4104,10.7886029411765,"(0,15]"
2797,10.7929717341482,"(0,15]"
3538,10.7936893203883,"(0,15]"
1590,10.7945205479452,"(0,15]"
186,10.794604174872,"(0,15]"
3414,10.7994486560992,"(0,15]"
5381,10.8012958963283,"(0,15]"
224,10.8014152363746,"(0,15]"
4352,10.8018292682927,"(0,15]"
1354,10.8048780487805,"(0,15]"
3831,10.8072072072072,"(0,15]"
2167,10.8085106382979,"(0,15]"
600,10.8094321462945,"(0,15]"
247,10.8134171907757,"(0,15]"
1095,10.8176979374584,"(0,15]"
1984,10.8184832159138,"(0,15]"
5521,10.8191094619666,"(0,15]"
3008,10.8194444444444,"(0,15]"
1143,10.819803516029,"(0,15]"
271,10.8219441770934,"(0,15]"
3888,10.8228713486638,"(0,15]"
2316,10.8243194192377,"(0,15]"
1666,10.8250742535564,"(0,15]"
1273,10.826116838488,"(0,15]"
2102,10.8262370540852,"(0,15]"
3612,10.8302175911738,"(0,15]"
2008,10.8333333333333,"(0,15]"
4422,10.8333333333333,"(0,15]"
3222,10.8334461746784,"(0,15]"
429,10.8355091383812,"(0,15]"
2009,10.8400740969435,"(0,15]"
3150,10.8426573426573,"(0,15]"
6218,10.8427282142329,"(0,15]"
1596,10.8445440956652,"(0,15]"
4347,10.8471454880295,"(0,15]"
6339,10.8512486427796,"(0,15]"
5042,10.8522167487685,"(0,15]"
767,10.8523166023166,"(0,15]"
837,10.8549723756906,"(0,15]"
3152,10.8557114228457,"(0,15]"
1186,10.857606930157,"(0,15]"
5532,10.8580505191384,"(0,15]"
2633,10.8585149612117,"(0,15]"
4852,10.8606557377049,"(0,15]"
6071,10.8616010854817,"(0,15]"
2057,10.8666666666667,"(0,15]"
1523,10.8733031674208,"(0,15]"
359,10.8735849056604,"(0,15]"
2275,10.8787245892509,"(0,15]"
4760,10.8797653958944,"(0,15]"
1885,10.8817204301075,"(0,15]"
635,10.8831923890063,"(0,15]"
1558,10.884630738523,"(0,15]"
6312,10.8870251603355,"(0,15]"
1400,10.8881163084703,"(0,15]"
4888,10.8939111938314,"(0,15]"
760,10.8951533135509,"(0,15]"
5146,10.8989898989899,"(0,15]"
6372,10.9,"(0,15]"
3198,10.9011072928599,"(0,15]"
518,10.9049429657795,"(0,15]"
3376,10.9056824838899,"(0,15]"
4858,10.9072847682119,"(0,15]"
2001,10.910472972973,"(0,15]"
5884,10.9111111111111,"(0,15]"
6636,10.9130434782609,"(0,15]"
2096,10.9165247018739,"(0,15]"
6268,10.9166666666667,"(0,15]"
978,10.9230769230769,"(0,15]"
540,10.9253731343284,"(0,15]"
3939,10.9264637002342,"(0,15]"
5125,10.9277108433735,"(0,15]"
3858,10.932753164557,"(0,15]"
6024,10.9342169857634,"(0,15]"
1164,10.9373250053844,"(0,15]"
788,10.9385474860335,"(0,15]"
5334,10.9389559965487,"(0,15]"
6479,10.9391759319817,"(0,15]"
80,10.9405705229794,"(0,15]"
1119,10.9423721241903,"(0,15]"
2553,10.9424860853432,"(0,15]"
1644,10.9447513812155,"(0,15]"
6340,10.9499036608863,"(0,15]"
1131,10.9550122249389,"(0,15]"
2878,10.9554540262707,"(0,15]"
5248,10.9565371024735,"(0,15]"
2883,10.9581395348837,"(0,15]"
856,10.958452722063,"(0,15]"
4495,10.96,"(0,15]"
6047,10.9610088616224,"(0,15]"
6230,10.9623538011696,"(0,15]"
2785,10.962776269872,"(0,15]"
2791,10.9637336504162,"(0,15]"
2377,10.9644268774704,"(0,15]"
2394,10.9671532846715,"(0,15]"
4153,10.9686963979417,"(0,15]"
2426,10.9688715953307,"(0,15]"
272,10.9732375979112,"(0,15]"
3985,10.9755434782609,"(0,15]"
1058,10.9756097560976,"(0,15]"
172,10.9766820500364,"(0,15]"
5272,10.9795918367347,"(0,15]"
1951,10.9814418272662,"(0,15]"
1168,10.9838768779773,"(0,15]"
4089,10.989010989011,"(0,15]"
778,10.9901960784314,"(0,15]"
3335,10.9913444893249,"(0,15]"
5052,10.9922356091031,"(0,15]"
4001,10.9924242424242,"(0,15]"
768,10.9968632371393,"(0,15]"
1715,10.9992144540456,"(0,15]"
3659,11,"(0,15]"
6293,11,"(0,15]"
312,11.0027235587835,"(0,15]"
6311,11.0051194539249,"(0,15]"
205,11.0119375573921,"(0,15]"
2619,11.0122075279756,"(0,15]"
1236,11.0133958472873,"(0,15]"
3276,11.0162162162162,"(0,15]"
3797,11.0201550387597,"(0,15]"
5509,11.0217391304348,"(0,15]"
3788,11.0234192037471,"(0,15]"
2789,11.0237977193852,"(0,15]"
3622,11.0262436349393,"(0,15]"
515,11.0299162345433,"(0,15]"
2975,11.0332871012483,"(0,15]"
2435,11.0382871536524,"(0,15]"
3394,11.0384997516145,"(0,15]"
4408,11.0453947368421,"(0,15]"
2310,11.0469722693831,"(0,15]"
5015,11.0473012757605,"(0,15]"
5028,11.0490045941807,"(0,15]"
386,11.0501672240803,"(0,15]"
97,11.0519031141869,"(0,15]"
661,11.0522688110281,"(0,15]"
4702,11.0542396968261,"(0,15]"
2666,11.0571600481348,"(0,15]"
3345,11.0581717451524,"(0,15]"
361,11.0623728813559,"(0,15]"
1203,11.0633643449837,"(0,15]"
5872,11.0650406504065,"(0,15]"
1206,11.0673652694611,"(0,15]"
2315,11.0690355329949,"(0,15]"
3346,11.0696864111498,"(0,15]"
6373,11.0699300699301,"(0,15]"
6556,11.0714285714286,"(0,15]"
6522,11.0726096333573,"(0,15]"
2638,11.0735294117647,"(0,15]"
1327,11.0766550522648,"(0,15]"
237,11.0771604938272,"(0,15]"
155,11.078431372549,"(0,15]"
5833,11.0833333333333,"(0,15]"
2590,11.0854326396495,"(0,15]"
5332,11.0863110216407,"(0,15]"
1685,11.0961538461538,"(0,15]"
2286,11.103277060576,"(0,15]"
305,11.1041119860017,"(0,15]"
2747,11.1050656660413,"(0,15]"
4998,11.107397260274,"(0,15]"
3220,11.1079136690647,"(0,15]"
4907,11.1081081081081,"(0,15]"
530,11.1121583411876,"(0,15]"
6163,11.1121764141898,"(0,15]"
3732,11.1137667304015,"(0,15]"
6353,11.1208791208791,"(0,15]"
1972,11.1238779174147,"(0,15]"
886,11.1239316239316,"(0,15]"
5391,11.125,"(0,15]"
5115,11.125786163522,"(0,15]"
234,11.1260894828588,"(0,15]"
1123,11.1306763285024,"(0,15]"
1444,11.1324529034764,"(0,15]"
276,11.132777421424,"(0,15]"
4054,11.1368173810922,"(0,15]"
1197,11.1384615384615,"(0,15]"
1604,11.139146567718,"(0,15]"
910,11.1401212121212,"(0,15]"
915,11.1422924901186,"(0,15]"
1461,11.1431309904153,"(0,15]"
49,11.1446808510638,"(0,15]"
4438,11.1448598130841,"(0,15]"
2473,11.1465416178195,"(0,15]"
3852,11.1470899470899,"(0,15]"
1618,11.1525506867233,"(0,15]"
1260,11.1541425818882,"(0,15]"
5481,11.1542443064182,"(0,15]"
277,11.1555555555556,"(0,15]"
4757,11.1579804560261,"(0,15]"
1486,11.15800512701,"(0,15]"
5799,11.1598111935266,"(0,15]"
348,11.162,"(0,15]"
2004,11.1646966115051,"(0,15]"
3924,11.1689750692521,"(0,15]"
3278,11.1720505617978,"(0,15]"
4013,11.1732002851034,"(0,15]"
6337,11.1848739495798,"(0,15]"
1928,11.187456445993,"(0,15]"
6284,11.1923076923077,"(0,15]"
2341,11.1926168502531,"(0,15]"
3904,11.2016965127238,"(0,15]"
2592,11.2024597918638,"(0,15]"
876,11.207554517134,"(0,15]"
4361,11.2086466165414,"(0,15]"
5853,11.2087378640777,"(0,15]"
529,11.2094455852156,"(0,15]"
1610,11.2097902097902,"(0,15]"
2824,11.214,"(0,15]"
4143,11.2147239263804,"(0,15]"
4465,11.2160421545667,"(0,15]"
6046,11.2172987616099,"(0,15]"
404,11.2178988326848,"(0,15]"
4363,11.2208835341365,"(0,15]"
1491,11.2215320910973,"(0,15]"
3794,11.2221699223347,"(0,15]"
6317,11.223382045929,"(0,15]"
394,11.224043715847,"(0,15]"
5154,11.2244897959184,"(0,15]"
3403,11.2258592471358,"(0,15]"
2956,11.2273011897307,"(0,15]"
199,11.230243902439,"(0,15]"
1293,11.2317749603803,"(0,15]"
5023,11.2341065292096,"(0,15]"
6462,11.2350845948353,"(0,15]"
2597,11.2410256410256,"(0,15]"
4368,11.2414417131654,"(0,15]"
2336,11.2418358340688,"(0,15]"
5575,11.2422639089306,"(0,15]"
2923,11.2484472049689,"(0,15]"
621,11.25,"(0,15]"
5969,11.25,"(0,15]"
6548,11.2525223407322,"(0,15]"
2317,11.2527821939587,"(0,15]"
4136,11.2575657894737,"(0,15]"
6449,11.2620812333235,"(0,15]"
947,11.2631578947368,"(0,15]"
1965,11.2642684192321,"(0,15]"
3712,11.2668500687758,"(0,15]"
1208,11.2742922723795,"(0,15]"
2480,11.2857142857143,"(0,15]"
5038,11.2885102075249,"(0,15]"
1886,11.2955128205128,"(0,15]"
1636,11.2959349593496,"(0,15]"
6307,11.2989076464747,"(0,15]"
6439,11.3014836795252,"(0,15]"
3426,11.304347826087,"(0,15]"
5567,11.305504587156,"(0,15]"
6133,11.3072014585232,"(0,15]"
916,11.3100775193798,"(0,15]"
3902,11.3128674069236,"(0,15]"
845,11.3131749460043,"(0,15]"
1940,11.3144857296715,"(0,15]"
1914,11.3151227236738,"(0,15]"
4196,11.3185993111366,"(0,15]"
832,11.3217850851439,"(0,15]"
5245,11.3225806451613,"(0,15]"
5757,11.3239938869078,"(0,15]"
4062,11.3243626062323,"(0,15]"
3221,11.3250164149705,"(0,15]"
4717,11.3259345794393,"(0,15]"
5173,11.3312883435583,"(0,15]"
363,11.3324607329843,"(0,15]"
3223,11.3328651685393,"(0,15]"
4845,11.3333333333333,"(0,15]"
4441,11.3347164591978,"(0,15]"
5274,11.3353835021708,"(0,15]"
1925,11.3355481727575,"(0,15]"
5852,11.3377926421405,"(0,15]"
3312,11.3384316152418,"(0,15]"
6435,11.3412765957447,"(0,15]"
188,11.3419827012641,"(0,15]"
1350,11.3437635810517,"(0,15]"
2332,11.3451025056948,"(0,15]"
4342,11.3526104417671,"(0,15]"
2828,11.3543928923988,"(0,15]"
5705,11.362277763463,"(0,15]"
872,11.3623986095017,"(0,15]"
4121,11.3629684055841,"(0,15]"
2777,11.3635077793494,"(0,15]"
855,11.3666666666667,"(0,15]"
4948,11.3675276752768,"(0,15]"
971,11.3688592839301,"(0,15]"
4747,11.3709401709402,"(0,15]"
3280,11.3729308666018,"(0,15]"
3527,11.3737373737374,"(0,15]"
6347,11.3794642857143,"(0,15]"
4029,11.3796376186368,"(0,15]"
5083,11.3843137254902,"(0,15]"
2530,11.3849557522124,"(0,15]"
1162,11.3881090008258,"(0,15]"
6623,11.390243902439,"(0,15]"
3272,11.3929288871033,"(0,15]"
1864,11.393084622384,"(0,15]"
367,11.3943161634103,"(0,15]"
2660,11.3948354852145,"(0,15]"
3243,11.4009009009009,"(0,15]"
4152,11.4038461538462,"(0,15]"
748,11.404073587385,"(0,15]"
712,11.4070158577607,"(0,15]"
5622,11.4107861550845,"(0,15]"
4872,11.4171428571429,"(0,15]"
6442,11.4243146603099,"(0,15]"
743,11.4249839021249,"(0,15]"
974,11.4285714285714,"(0,15]"
2774,11.4285714285714,"(0,15]"
6122,11.4301575931232,"(0,15]"
623,11.4312383322962,"(0,15]"
816,11.433312719027,"(0,15]"
3686,11.4333333333333,"(0,15]"
2035,11.433880147305,"(0,15]"
1369,11.4367685919215,"(0,15]"
2607,11.4404811281626,"(0,15]"
3379,11.4449021627188,"(0,15]"
6559,11.4491049959925,"(0,15]"
5629,11.4529411764706,"(0,15]"
242,11.4577440256392,"(0,15]"
668,11.4605385329619,"(0,15]"
4968,11.4619260918253,"(0,15]"
491,11.4619883040936,"(0,15]"
4248,11.464358974359,"(0,15]"
2314,11.4688346883469,"(0,15]"
6318,11.4700551615445,"(0,15]"
3141,11.4709193245779,"(0,15]"
38,11.472972972973,"(0,15]"
926,11.4770642201835,"(0,15]"
1934,11.4770642201835,"(0,15]"
6411,11.4782608695652,"(0,15]"
4183,11.4818011257036,"(0,15]"
643,11.4824063564132,"(0,15]"
5842,11.4824561403509,"(0,15]"
3324,11.4826624153049,"(0,15]"
3683,11.4836135651183,"(0,15]"
5065,11.4887845592071,"(0,15]"
1224,11.4892966360856,"(0,15]"
2104,11.4918032786885,"(0,15]"
2618,11.4945904173107,"(0,15]"
5174,11.4962216624685,"(0,15]"
2938,11.4969418960245,"(0,15]"
1937,11.5026868588178,"(0,15]"
2605,11.5052243392747,"(0,15]"
4204,11.5057825751735,"(0,15]"
1311,11.5106218617227,"(0,15]"
4974,11.5121951219512,"(0,15]"
3032,11.5166666666667,"(0,15]"
6034,11.5175656984786,"(0,15]"
4313,11.5246422893482,"(0,15]"
25,11.5268882175227,"(0,15]"
4484,11.5300713557594,"(0,15]"
1933,11.5325,"(0,15]"
311,11.5333333333333,"(0,15]"
3912,11.5337539432177,"(0,15]"
713,11.5338028169014,"(0,15]"
6251,11.5386583285958,"(0,15]"
1023,11.5449358059914,"(0,15]"
2372,11.5454545454545,"(0,15]"
2451,11.5455241009946,"(0,15]"
3766,11.5460695876289,"(0,15]"
1434,11.547350343474,"(0,15]"
6328,11.5489282385834,"(0,15]"
2818,11.5505913272011,"(0,15]"
495,11.5506361323155,"(0,15]"
4010,11.5538461538462,"(0,15]"
875,11.5545513234345,"(0,15]"
921,11.5590994371482,"(0,15]"
877,11.5644943820225,"(0,15]"
4427,11.5699532825178,"(0,15]"
1146,11.5709491850431,"(0,15]"
2964,11.5770791075051,"(0,15]"
6241,11.5779733694426,"(0,15]"
2669,11.57805907173,"(0,15]"
2279,11.5838926174497,"(0,15]"
5169,11.5857291305854,"(0,15]"
3905,11.5861214374226,"(0,15]"
3863,11.5862676056338,"(0,15]"
3657,11.5866210413312,"(0,15]"
1082,11.5876355748373,"(0,15]"
4975,11.5898221949724,"(0,15]"
3531,11.5902883156297,"(0,15]"
4426,11.5939226519337,"(0,15]"
5050,11.5973782771536,"(0,15]"
1677,11.5991780821918,"(0,15]"
956,11.6027820710974,"(0,15]"
6528,11.6042253521127,"(0,15]"
5812,11.6067796610169,"(0,15]"
2274,11.6103174603175,"(0,15]"
1870,11.6146293568974,"(0,15]"
554,11.6150516150516,"(0,15]"
860,11.61517522967,"(0,15]"
1044,11.6173076923077,"(0,15]"
175,11.619512195122,"(0,15]"
5140,11.6208530805687,"(0,15]"
1061,11.6220028208745,"(0,15]"
1981,11.6231497927768,"(0,15]"
3103,11.625,"(0,15]"
5163,11.6257378984652,"(0,15]"
1060,11.6261398176292,"(0,15]"
5770,11.6266296809986,"(0,15]"
5944,11.6284046692607,"(0,15]"
3288,11.6286231884058,"(0,15]"
627,11.6299629433563,"(0,15]"
889,11.6310320942046,"(0,15]"
5326,11.6345658787737,"(0,15]"
3214,11.6352201257862,"(0,15]"
2587,11.6416416416416,"(0,15]"
4113,11.6428571428571,"(0,15]"
1679,11.6429370942467,"(0,15]"
307,11.6453543307087,"(0,15]"
626,11.6537302185381,"(0,15]"
5717,11.6623748211731,"(0,15]"
269,11.6627547869055,"(0,15]"
3840,11.6653386454183,"(0,15]"
1370,11.6654306902453,"(0,15]"
4870,11.6666666666667,"(0,15]"
6327,11.6716377440347,"(0,15]"
1764,11.6753206130748,"(0,15]"
1646,11.6753846153846,"(0,15]"
4988,11.6766339869281,"(0,15]"
3245,11.6872246696035,"(0,15]"
4287,11.6875,"(0,15]"
5386,11.6877828054299,"(0,15]"
6437,11.688679245283,"(0,15]"
1540,11.6909871244635,"(0,15]"
6345,11.6935123042506,"(0,15]"
4856,11.6952054794521,"(0,15]"
489,11.6956745623069,"(0,15]"
4937,11.6957746478873,"(0,15]"
5559,11.6964285714286,"(0,15]"
1374,11.6966101694915,"(0,15]"
3619,11.6991576413959,"(0,15]"
4433,11.7,"(0,15]"
5728,11.7004608294931,"(0,15]"
4241,11.7008797653959,"(0,15]"
3600,11.7039132484677,"(0,15]"
1229,11.7069351230425,"(0,15]"
1085,11.7085213032581,"(0,15]"
6360,11.7090909090909,"(0,15]"
1664,11.7091722595078,"(0,15]"
5681,11.7097791798107,"(0,15]"
4728,11.7125,"(0,15]"
6662,11.7138121546961,"(0,15]"
1857,11.7171922685656,"(0,15]"
6349,11.7178464606181,"(0,15]"
5223,11.7194244604317,"(0,15]"
166,11.7202106649111,"(0,15]"
6151,11.7211440245148,"(0,15]"
103,11.7214022140221,"(0,15]"
3898,11.7224558452481,"(0,15]"
2829,11.7228596646072,"(0,15]"
1777,11.7294685990338,"(0,15]"
3120,11.7341507177033,"(0,15]"
655,11.7352806937471,"(0,15]"
2408,11.7369727047146,"(0,15]"
4885,11.7383512544803,"(0,15]"
5398,11.7396184062851,"(0,15]"
5254,11.7417688831504,"(0,15]"
5382,11.7424242424242,"(0,15]"
4514,11.7451580020387,"(0,15]"
3893,11.7453416149068,"(0,15]"
870,11.7470833333333,"(0,15]"
4716,11.7487562189055,"(0,15]"
2805,11.7496908236458,"(0,15]"
3853,11.7497487437186,"(0,15]"
4169,11.7521145087833,"(0,15]"
6429,11.7525035765379,"(0,15]"
